"No.","Time","Source","Destination","Protocol","Length","Info"
"15060","555.936431","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"15061","555.936461","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15056#2] 65422  >  443 [ACK] Seq=4645 Ack=11058136 Win=130816 Len=0 SLE=11060908 SRE=11066452"
"15062","555.937872","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"15063","555.937939","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15056#3] 65422  >  443 [ACK] Seq=4645 Ack=11058136 Win=130816 Len=0 SLE=11060908 SRE=11069224"
"15064","555.938446","23.206.173.99","172.20.48.201","TLSv1.3","2826","[TCP Fast Retransmission] , Continuation Data"
"15065","555.938446","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15066","555.938530","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11069224 Win=130816 Len=0"
"15067","555.941032","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"15068","555.941109","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11074768 Win=130816 Len=0"
"15069","555.941227","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15070","555.944570","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"15071","555.944687","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11083084 Win=130816 Len=0"
"15072","555.947153","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"15073","555.947248","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11088628 Win=130816 Len=0"
"15074","555.964570","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"15075","555.964673","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11095558 Win=130816 Len=0"
"15076","555.964821","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15077","555.964858","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11096944 Win=130816 Len=0"
"15078","555.968009","23.206.173.99","172.20.48.201","TLSv1.3","8370","[TCP Previous segment not captured] , Continuation Data"
"15079","555.968126","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15077#1] 65422  >  443 [ACK] Seq=4645 Ack=11096944 Win=130816 Len=0 SLE=11098330 SRE=11106646"
"15080","555.971640","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=11096944 Ack=4645 Win=60288 Len=1386"
"15081","555.971640","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"15082","555.971767","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11106646 Win=130816 Len=0"
"15083","555.971859","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11110804 Win=130816 Len=0"
"15084","555.974166","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"15085","555.974267","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11117734 Win=130816 Len=0"
"15086","555.976657","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"15087","555.976743","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11124664 Win=130816 Len=0"
"15088","555.976869","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15089","555.976896","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11126050 Win=130816 Len=0"
"15090","555.996587","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"15091","555.996690","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11132980 Win=130816 Len=0"
"15092","555.997040","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15093","555.997080","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11134366 Win=130816 Len=0"
"15094","555.999723","23.206.173.99","172.20.48.201","TLSv1.3","4212","[TCP Previous segment not captured] , Continuation Data"
"15095","555.999781","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15093#1] 65422  >  443 [ACK] Seq=4645 Ack=11134366 Win=130816 Len=0 SLE=11135752 SRE=11139910"
"15096","555.999875","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"15097","555.999908","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15093#2] 65422  >  443 [ACK] Seq=4645 Ack=11134366 Win=130816 Len=0 SLE=11135752 SRE=11144068"
"15098","556.002776","23.206.173.99","172.20.48.201","TLSv1.3","1440","[TCP Fast Retransmission] , Continuation Data"
"15099","556.002776","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"15100","556.002853","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11144068 Win=130816 Len=0"
"15101","556.002910","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11148226 Win=130816 Len=0"
"15102","556.005061","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"15103","556.005136","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11150998 Win=130816 Len=0"
"15104","556.005976","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"15105","556.005976","23.206.173.99","172.20.48.201","TLSv1.3","1194","Continuation Data"
"15106","556.006045","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4645 Ack=11153524 Win=130816 Len=0"
"15107","556.010852","172.20.48.201","23.206.173.99","TLSv1.3","669","Application Data"
"15108","556.015735","172.20.48.201","35.186.224.22","TCP","93","[TCP Retransmission] 65239  >  443 [PSH, ACK] Seq=26426 Ack=16571 Win=255 Len=39"
"15109","556.017585","35.186.224.22","172.20.48.201","TCP","66","443  >  65239 [ACK] Seq=16571 Ack=26465 Win=613 Len=0 SLE=26426 SRE=26465"
"15110","556.048614","23.206.173.99","172.20.48.201","TLSv1.3","636","Application Data"
"15111","556.048614","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11154106 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15117]"
"15112","556.048677","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11158264 Win=130816 Len=0"
"15113","556.048842","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11158264 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15117]"
"15114","556.053246","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11159650 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15117]"
"15115","556.053246","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [PSH, ACK] Seq=11161036 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15117]"
"15116","556.053295","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11165194 Win=130816 Len=0"
"15117","556.055685","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"15118","556.055731","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11172124 Win=130816 Len=0"
"15119","556.058740","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11172124 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15123]"
"15120","556.058787","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11179054 Win=130816 Len=0"
"15121","556.061340","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11179054 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15123]"
"15122","556.061385","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11185984 Win=130816 Len=0"
"15123","556.063576","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"15124","556.063616","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11188756 Win=130816 Len=0"
"15125","556.064506","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11188756 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15128]"
"15126","556.064567","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11191528 Win=130816 Len=0"
"15127","556.064616","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11191528 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15128]"
"15128","556.067087","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"15129","556.067136","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11198458 Win=130816 Len=0"
"15130","556.069939","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11198458 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15132]"
"15131","556.069984","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11205388 Win=130816 Len=0"
"15132","556.072322","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"15133","556.072369","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11210932 Win=130816 Len=0"
"15134","556.089282","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11210932 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15138]"
"15135","556.089332","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11217862 Win=130816 Len=0"
"15136","556.094868","23.206.173.99","172.20.48.201","TCP","8370","443  >  65422 [ACK] Seq=11217862 Ack=5260 Win=59776 Len=8316 [TCP PDU reassembled in 15138]"
"15137","556.094924","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11226178 Win=130816 Len=0"
"15138","556.095334","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"15139","556.095366","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11228950 Win=130816 Len=0"
"15140","556.097814","23.206.173.99","172.20.48.201","TLSv1.3","8370","Application Data"
"15141","556.097881","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11237266 Win=130816 Len=0"
"15142","556.097999","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11237266 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15149]"
"15143","556.098035","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11240038 Win=130816 Len=0"
"15144","556.098115","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11240038 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15149]"
"15145","556.098140","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11244196 Win=130816 Len=0"
"15146","556.098432","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11244196 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15149]"
"15147","556.100922","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [PSH, ACK] Seq=11245582 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15149]"
"15148","556.100979","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11249740 Win=130816 Len=0"
"15149","556.120445","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"15150","556.120532","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11255284 Win=130816 Len=0"
"15151","556.120646","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11255284 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15157]"
"15152","556.120680","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11258056 Win=130816 Len=0"
"15153","556.123165","23.206.173.99","172.20.48.201","TCP","8370","[TCP Previous segment not captured] 443  >  65422 [PSH, ACK] Seq=11266372 Ack=5260 Win=59776 Len=8316 [TCP PDU reassembled in 15157]"
"15154","556.123250","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15152#1] 65422  >  443 [ACK] Seq=5260 Ack=11258056 Win=130816 Len=0 SLE=11266372 SRE=11274688"
"15155","556.126554","23.206.173.99","172.20.48.201","TCP","6984","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=11258056 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15157]"
"15156","556.126660","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=5260 Ack=11264986 Win=130816 Len=0 SLE=11266372 SRE=11274688"
"15157","556.126813","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=11264986 Ack=5260 Win=59776 Len=1386"
"15158","556.126863","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11274688 Win=130816 Len=0"
"15159","556.130261","23.206.173.99","172.20.48.201","TLSv1.3","9756","Application Data"
"15160","556.130390","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11284390 Win=130816 Len=0"
"15161","556.130557","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11284390 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15164]"
"15162","556.130599","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11285776 Win=130816 Len=0"
"15163","556.133462","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11285776 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15164]"
"15164","556.153021","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"15165","556.153161","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11294092 Win=130816 Len=0"
"15166","556.153350","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11294092 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15175]"
"15167","556.155823","23.206.173.99","172.20.48.201","TCP","6984","[TCP Previous segment not captured] 443  >  65422 [ACK] Seq=11298250 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15175]"
"15168","556.155912","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=5260 Ack=11295478 Win=130816 Len=0 SLE=11298250 SRE=11305180"
"15169","556.156186","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11305180 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15175]"
"15170","556.156218","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15168#1] 65422  >  443 [ACK] Seq=5260 Ack=11295478 Win=130816 Len=0 SLE=11298250 SRE=11306566"
"15171","556.159359","23.206.173.99","172.20.48.201","TCP","8370","443  >  65422 [PSH, ACK] Seq=11306566 Ack=5260 Win=59776 Len=8316 [TCP PDU reassembled in 15175]"
"15172","556.159496","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15168#2] 65422  >  443 [ACK] Seq=5260 Ack=11295478 Win=130816 Len=0 SLE=11298250 SRE=11314882"
"15173","556.159673","23.206.173.99","172.20.48.201","TCP","1440","[TCP Fast Retransmission] 443  >  65422 [ACK] Seq=11295478 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15175]"
"15174","556.159740","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=5260 Ack=11296864 Win=130816 Len=0 SLE=11298250 SRE=11314882"
"15175","556.162402","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=11296864 Ack=5260 Win=59776 Len=1386"
"15176","556.162402","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"15177","556.162508","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11314882 Win=130816 Len=0"
"15178","556.162770","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11320426 Win=130816 Len=0"
"15179","556.162899","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11320426 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15183]"
"15180","556.162934","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11321812 Win=130816 Len=0"
"15181","556.165572","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11321812 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15183]"
"15182","556.165662","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11325970 Win=130816 Len=0"
"15183","556.183824","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"15184","556.183951","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11332900 Win=130816 Len=0"
"15185","556.184115","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11332900 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15192]"
"15186","556.187357","23.206.173.99","172.20.48.201","TCP","6984","[TCP Previous segment not captured] 443  >  65422 [PSH, ACK] Seq=11335672 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15192]"
"15187","556.187460","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=5260 Ack=11334286 Win=130816 Len=0 SLE=11335672 SRE=11342602"
"15188","556.190379","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11342602 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15192]"
"15189","556.190489","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15187#1] 65422  >  443 [ACK] Seq=5260 Ack=11334286 Win=130816 Len=0 SLE=11335672 SRE=11349532"
"15190","556.190667","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11349532 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15196]"
"15191","556.190713","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15187#2] 65422  >  443 [ACK] Seq=5260 Ack=11334286 Win=130816 Len=0 SLE=11335672 SRE=11350918"
"15192","556.193832","23.206.173.99","172.20.48.201","TLSv1.3","1440","[TCP Fast Retransmission] , Application Data"
"15193","556.193832","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11350918 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15196]"
"15194","556.193970","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11350918 Win=130816 Len=0"
"15195","556.194070","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11355076 Win=130816 Len=0"
"15196","556.198481","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"15197","556.198612","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11360620 Win=130816 Len=0"
"15198","556.198822","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11360620 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15205]"
"15199","556.201809","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11362006 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15205]"
"15200","556.201912","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11364778 Win=130816 Len=0"
"15201","556.214610","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [ACK] Seq=11364778 Ack=5260 Win=59776 Len=5544 [TCP PDU reassembled in 15205]"
"15202","556.214740","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11370322 Win=130816 Len=0"
"15203","556.215310","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11370322 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15205]"
"15204","556.215393","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11371708 Win=130816 Len=0"
"15205","556.218184","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"15206","556.218295","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11378638 Win=130816 Len=0"
"15207","556.221251","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=11378638 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15211]"
"15208","556.221385","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11385568 Win=130816 Len=0"
"15209","556.223353","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11385568 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15211]"
"15210","556.223448","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11388340 Win=130816 Len=0"
"15211","556.223573","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"15212","556.223603","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11391112 Win=130816 Len=0"
"15213","556.224322","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11391112 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15216]"
"15214","556.225557","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11392498 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15216]"
"15215","556.225625","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11395270 Win=130816 Len=0"
"15216","556.225805","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"15217","556.225858","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11398042 Win=130816 Len=0"
"15218","556.228028","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11398042 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15224]"
"15219","556.228263","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11402200 Win=130816 Len=0"
"15220","556.246175","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [PSH, ACK] Seq=11402200 Ack=5260 Win=59776 Len=6930 [TCP PDU reassembled in 15224]"
"15221","556.246291","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11409130 Win=130816 Len=0"
"15222","556.248463","23.206.173.99","172.20.48.201","TCP","4212","443  >  65422 [ACK] Seq=11409130 Ack=5260 Win=59776 Len=4158 [TCP PDU reassembled in 15224]"
"15223","556.248766","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11413288 Win=130816 Len=0"
"15224","556.248896","23.206.173.99","172.20.48.201","TLSv1.3","1440","Application Data"
"15225","556.249472","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11414674 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15227]"
"15226","556.249543","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11417446 Win=130816 Len=0"
"15227","556.250510","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"15228","556.250599","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11420218 Win=130816 Len=0"
"15229","556.252025","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [ACK] Seq=11420218 Ack=5260 Win=59776 Len=5544 [TCP PDU reassembled in 15234]"
"15230","556.252242","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11425762 Win=130816 Len=0"
"15231","556.252365","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11425762 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15234]"
"15232","556.252395","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11428534 Win=130816 Len=0"
"15233","556.255349","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [PSH, ACK] Seq=11428534 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15234]"
"15234","556.255349","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"15235","556.255438","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11436850 Win=130816 Len=0"
"15236","556.255693","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=11436850 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15248]"
"15237","556.255724","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11439622 Win=130816 Len=0"
"15238","556.258625","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11439622 Ack=5260 Win=59776 Len=1386 [TCP PDU reassembled in 15248]"
"15239","556.258700","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11441008 Win=130816 Len=0"
"15240","556.276578","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [ACK] Seq=11441008 Ack=5260 Win=59776 Len=5544 [TCP PDU reassembled in 15248]"
"15241","556.276668","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11446552 Win=130816 Len=0"
"15242","556.276786","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [PSH, ACK] Seq=11446552 Ack=5260 Win=59776 Len=2772 [TCP PDU reassembled in 15248]"
"15243","556.276817","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11449324 Win=130816 Len=0"
"15244","556.278822","23.206.173.99","172.20.48.201","TCP","6984","[TCP Previous segment not captured] 443  >  65422 [ACK] Seq=11452096 Ack=5260 Win=59776 Len=6930"
"15245","556.278870","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15243#1] 65422  >  443 [ACK] Seq=5260 Ack=11449324 Win=130816 Len=0 SLE=11452096 SRE=11459026"
"15246","556.279096","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=11459026 Ack=5260 Win=59776 Len=1386"
"15247","556.279120","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 15243#2] 65422  >  443 [ACK] Seq=5260 Ack=11449324 Win=130816 Len=0 SLE=11452096 SRE=11460412"
"15248","556.281195","23.206.173.99","172.20.48.201","TLSv1.3","2826","[TCP Fast Retransmission] , Application Data"
"15249","556.281195","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"15250","556.281262","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11460412 Win=130816 Len=0"
"15251","556.281317","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=5260 Ack=11464570 Win=130816 Len=0"
"15252","556.283318","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
